User Input,Mapped Function,Model Output,Latency (s)
I want to see testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Kappa value'}}]",0.79
show me testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}",[{'text': 'Do you want to perform Performance Table?'}],3.26
confusion matrix please,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {'type': 'Confusion matrix'}}]",0.96
I want to see the confusion table,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.53
confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {'type': 'Confusion matrix'}}]",0.71
show confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {'type': 'Confusion matrix'}}]",0.82
can I see the confusion matrix of resuts,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.55
I want to see testing confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.59
show the confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.79
confusion matrix of testing results,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {'type': 'Confusion matrix'}}]",0.91
show me the confusion,"{{""command"": ""Confusion matrix""}}",[{'text': 'I am unable to provide a confusion matrix as I am unable to access external data or provide insights into the performance of the trained model.'}],0.37
show confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.61
Can you export the model.,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.11
export the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'model_path': '/path/to/model.h5', 'model_type': 'your_model_type'}}]",0.96
export model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'type': 'Model weight'}}]",0.77
I want to export the model,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.13
Export the trained model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'model_path': 'path/to/trained/model.h5'}}]",1.01
Export current model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'save_path': 'model.h5'}}]",0.75
Can you export the model for me,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.15
Output the model,"{{""command"": ""Export Model""}}",[{'text': 'Do you want to perform Export Model?'}],0.54
Can you output the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'model_output_path': 'model.h5'}}]",1.01
perform export model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'type': 'Model'}}]",0.99
Show me the saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Do you want to perform Saliency map?'}],0.73
