User Input,Mapped Function,Model Output,Latency (s)
Evaluate the model for me.,"{""text"": ""Which evaluation would you like? (e.g., accuracy, confusion matrix, AUC)""}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.99
How did the training go?,"{""text"": ""Would you like to see accuracy, AUC, or the confusion matrix?""}",[{'text': 'Do you want to perform Training Manager?'}],1.72
Can I get a summary of results?,"{""text"": ""Do you mean a performance table, confusion matrix, or something else?""}","[{'text': 'Sure, here is a summary of the results of the studies that have been reviewed: \\n'}]",3.88
Give me model output.,"{""text"": ""Do you want to export the model output or view evaluation metrics?""}",[{'text': 'Do you want to perform Export Model?'}],1.36
Check the result,"{""text"": ""Would you like to see accuracy, AUC, or the confusion matrix?""}","[{'text': 'Sure, here are the results of your EEG data analysis.'}]",0.23
I want to see how it performs,"{""text"": ""Do you mean performance table or confusion matrix?""}","[{'text': ""Sure, here's a demonstration of how the software can perform the tasks mentioned in the user's query:\n\n**Step 1: Load Data**\n\nThe software allows users to load raw EEG data in various formats (e.g., .mat, .csv). Once loaded, the data is preprocessed to remove noise, normalize, and resample it to a consistent sampling rate.\n\n**Step 2: Preprocess**\n\nThe preprocessing steps include:\n\n* High-pass filtering to remove high-frequency noise.\n* Low-pass filtering to remove low-frequency drift.\n* Band-pass filtering to remove artifacts in specific frequency bands.\n* Normalization to reduce subject variability.\n* Resampling to a constant sampling rate.\n\n**Step 3: Train Model**\n\nThe software offers various machine learning algorithms for EEG data analysis, including:\n\n* Linear regression.\n* Support vector machines (SVMs).\n* Random forests.\n* K-nearest neighbors (KNN).\n\nThe user can specify training parameters, such as the number of epochs, learning rate, and batch size. The model is then trained on the preprocessed data.\n\n**Step 4: Evaluate Results**\n\nThe software provides various metrics to evaluate the trained model, including:\n\n* Accuracy: measures the overall correctness of the model.\n* Loss: measures the difference between the predicted and actual values.\n* AUC (area under the curve): measures the ability of the model to distinguish between classes.\n* Kappa value: measures the agreement between the predicted and actual values.\n\n**Step 5: Visualization**\n\nThe software offers various visualization tools to help users understand the results of the analysis, including:\n\n* Saliency maps: visualize the relative importance of different brain regions in the EEG data.\n* Saliency topographic maps: show how the saliency changes across different brain regions.\n* Spectrograms: display the frequency-domain representation of the EEG data.\n* 3D saliency plots: provide a 3D visualization of the saliency map.\n* Model summaries: provide a summary of the model, including its weights and biases.\n\nBy following these steps, users can use the software to preprocess, train, evaluate, and visualize EEG data, gaining valuable insights into brain function.""}]",4.15
Can you show test results?,"{""text"": ""Should I show a performance table or confusion matrix?""}",[],12.83
Can I see the saliency?,"{""text"": ""Which saliency plot do you want to see? Saliency map or saliency topographic map?""}",[{'text': 'Do you want to perform Saliency?'}],0.81
I want to see a plot.,"{""text"": ""Which plot do you want to see? Can you be more specific?""}",[{'text': '3D saliency plot of the brain showing the activated regions during a specific task.'}],0.24
Show me the visualization,"{""text"": ""What kind of visualization do you want to see? (e.g., saliency map, spectrogram, model summary)""}",[{'text': 'Do you want to perform clean plots?'}],1.51
Can you display something 3D?,"{""text"": ""Do you want to see a 3D saliency plot? If so, for which event?""}",[{'text': 'Do you want to perform 3D Saliency plot?'}],5.76
I want to see event visualization.,"{""text"": ""Would you like a 3D saliency plot or another type of visualization?""}","[{'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.07
Visualize the data.,"{""text"": ""Which type of visualization do you want? (e.g., saliency map, spectrogram)""}",[],14.5
Give me saliency of one class.,"{""text"": ""Which saliency plot and event do you want to visualize?""}",[{'text': 'Do you want to perform Saliency map?'}],1.6
I want to see model visualization.,"{""text"": ""Do you want to see the model summary or a saliency plot?""}","[{'command': 'Model Summary', 'parameters': {}}]",0.8
Can I see activity over time?,"{""text"": ""Would you like to see a saliency spectrogram?""}","[{'text': 'Sure, you can visualize the activity of the brain over time by using the visualization tools available in the software. You can use these tools to plot the EEG signals in different colors or to create various maps of the brain activity.'}]",8.91
Plot brain activity.,"{""text"": ""Do you want a saliency map, topographic map, or 3D saliency plot? If 3D, which event?""}","[{'command': 'clean plots', 'parameters': {}}]",0.76
,,,2.768
