User Input,Mapped Function,Model Output,Latency (s)
split data by session and start training,"{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",4.12
split data by trial and start training,"{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}], [{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}, {'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}], [{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'trial', 'validation_type': 'By Session'}}, {'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best testing AUC', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]]",3.23
show accuracy and confusion matrix," {{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}},  {""command"": ""Confusion matrix""}}",[{'text': 'Accuracy (%): 85.23'}],1.20
I want to see AUC and confusion matrix,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}, {""command"": ""Confusion matrix""}}","[{'text': ""Sure, here's some information about the software capabilities.\\n""}]",2.69
show confusion matrix then export the model,"{{""command"": ""Confusion matrix""}, {""command"": ""Export Model""}}","[{'text': ""I'm ready to use the software. What can I do?""}]",0.81
"show accuracy, and export the model","{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Export Model""}}",[{'text': 'Accuracy: 80.00%'}],0.77
show accuracy then output model,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Export Model""}}",[{'text': 'Accuracy: 85.67%'}],0.86
show confusion and accuracy,"{{""command"": ""Confusion matrix""}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': 'Sure, here are the performance results:'}]",1.71
I want to see the confusion matrix and the AUC,"{{""command"": ""Confusion matrix""}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}",[{'text': 'Confusion matrix'}],1.68
can you show me the kappa value and confusion?,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}, {""command"": ""Confusion matrix""}}",[{'text': 'The following is the accuracy:'}],2.26
show me the accuracy and confusion model please," {{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}},  {""command"": ""Confusion matrix""}}",[{'text': 'Accuracy: 85.67%'}],1.20
I want to see both accuracy and confusion,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Confusion matrix""}}","[{'text': 'You can use this software to preprocess EEG data, train machine learning models, evaluate results, and visualize data insights.'}]",0.88
I want to see the saliency map and topographic map.,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}, {'command': 'Saliency topographic map', 'parameters': {}}]",1.31
"Show me the model summary first, then display the 3D saliency plot.","{{""command"": ""Model Summary""}, {""command"": ""3D Saliency plot""}}",[],1.07
Show me the saliency map and 3D saliency plot for event RH.,"{{""command"": ""Saliency map""}，{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}}","[{'command': 'Saliency map', 'parameters': {'event': 'RH'}}, {'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",1.59
I want to see all the saliency visualizations,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}, {""command"": ""Saliency spectrogram""}, {""command"": ""3D Saliency plot""}}","[{'text': 'Which saliency plot do you want to see? Saliency map, saliency topographic map, or both?'}]",1.55
Show me the saliency topographic map and then the model summary,"{{""command"": ""Saliency topographic map""}, {""command"": ""Model Summary""}}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}, {'command': 'Model Summary', 'parameters': {}}]",1.22
I want to check the model summary and saliency topo map,"{{""command"": ""Model Summary""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Model Summary', 'parameters': {'model_summary': True}}]",1.53
Show me the saliency spectrogram and the 3D saliency plot for event LH,"{{""command"": ""Saliency spectrogram""}, {""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'LH'}}, {'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.62
I want to check the model summary and see the saliency spectrogram.,"{{""command"": ""Model Summary""}, {""command"": ""Saliency spectrogram""}}","[{'command': 'Model Summary', 'parameters': {}}, {'command': 'Saliency spectrogram', 'parameters': {}}, {'text': 'Which plot do you want to see? Can you be more specific?'}]",1.26
I want to see both saliency map and topographic map.,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}, {'command': 'Saliency topographic map', 'parameters': {}}]",1.51
can you show me the saliency map and saliency spectrogram?,"{{""command"": ""Saliency map""}, {""command"": ""Saliency spectrogram""}}","[{'command': 'Saliency map', 'parameters': {'event': 'None'}}, {'command': 'Saliency spectrogram', 'parameters': {'event': 'None'}}]",1.24
