User Input,Mapped Function,Model Output,Latency (s)
"Train a model using SCCNet, set 50 epochs, batch size 32, learning rate 0.001, Adam optimizer, and save checkpoints every 5 epochs","{{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 5, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 5, 'epoch': 50, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.80
"Split data by session, then train an EEGNet model for 100 epochs using SGD","{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Session', 'validation_type': 'By Session'}}, {'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 100, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",4.00
Train ShallowConvNet and show training accuracy,"{{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}},   {""command"": ""Training Setting"", ""parameters"": {""epoch"": 50, ""batch size"": 32, ""learning rate"": 0.005, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}, {""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}}","[[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}, {'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}], [{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}], [{'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]]",4.45
"Perform cross-validation with SCCNet, train for 200 epochs, batch size 16, and use AdamW optimizer","{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Subject (Independent)"", ""validation_type"": ""By Subject"", ""cross_validation"": true}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 200, ""batch size"": 16, ""learning rate"": 0.002, ""optimizer"": ""AdamW"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 20, ""evaluation"": ""Best testing AUC"", ""repeat"": 1}}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'AdamW', 'output directory': './output_model', 'repeat': 1}}]",2.82
"Split by trial, train EEGNet with 150 epochs, and show AUC","{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 150, ""batch size"": 64, ""learning rate"": 0.0005, ""optimizer"": ""RMSprop"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}, {""command"": ""Training Manager"", ""parameters"": {""plot"": ""auc""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Trial', 'validation_type': 'By Session'}}, {'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 150, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",4.00
"Train ShallowConvNet for 120 epochs, show loss","{{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}},   {""command"": ""Training Setting"", ""parameters"": {""epoch"": 120, ""batch size"": 32, ""learning rate"": 0.005, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}, {""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",3.13
Train EEGNet and show learning rate,"{{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 5, ""evaluation"": ""Best validation loss"", ""repeat"": 1}, {""Training Manager"": {""plot"": ""learning rate""}}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.85
"select a model, set the training stuff and show accuracy","{{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}, {""Training Manager"": {""plot"": ""accuracy""}}}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",3.63
split data by session and start training,"{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",2.86
split data by trial and start training,"{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",3.06
show accuracy and confusion matrix," {{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}},  {""command"": ""Confusion matrix""}}","[{'text': 'Sure, here are the requested performance metrics and confusion matrix.'}]",1.45
I want to see AUC and confusion matrix,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}, {""command"": ""Confusion matrix""}}","[{'text': ""Sure, here's the information you requested.""}]",0.92
show confusion matrix then export the model,"{{""command"": ""Confusion matrix""}, {""command"": ""Export Model""}}","[{'text': ""I'm unable to provide you with specific parameters or commands as I lack context and information about your EEG data and analysis needs.""}]",1.41
"show accuracy, and export the model","{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Export Model""}}",[{'text': 'Accuracy: 85.67%'}],0.93
show accuracy then output model,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Export Model""}}",[{'text': 'Accuracy: 80.00%'}],0.92
show confusion and accuracy,"{{""command"": ""Confusion matrix""}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': 'The software allows you to preprocess EEG data, train machine learning models, evaluate results, and visualize data insights.'}]",2.60
I want to see the confusion matrix and the AUC,"{{""command"": ""Confusion matrix""}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'text': 'You can use this software to preprocess EEG data, train machine learning models, evaluate results, and visualize data insights.'}]",2.07
can you show me the kappa value and confusion?,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}, {""command"": ""Confusion matrix""}}",[{'text': 'The accuracy is 85.67%.'}],2.83
show me the accuracy and confusion model please," {{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}},  {""command"": ""Confusion matrix""}}",[{'text': 'Hello'}],5.54
I want to see both accuracy and confusion,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Confusion matrix""}}",[{'text': 'I can help you with the following tasks: '}],1.71
I want to see the saliency map and topographic map.,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Saliency map', 'parameters': {}}, {'command': 'Saliency topographic map', 'parameters': {}}]",1.37
"Show me the model summary first, then display the 3D saliency plot.","{{""command"": ""Model Summary""}, {""command"": ""3D Saliency plot""}}","[{'command': 'Model Summary', 'parameters': {'event': 'LH'}}, {'command': '3D Saliency plot', 'parameters': {}}]",1.80
Show me the saliency map and 3D saliency plot for event RH.,"{{""command"": ""Saliency map""}，{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}}","[{'command': 'Saliency map', 'parameters': {'event': 'RH'}}, {'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",1.47
I want to see all the saliency visualizations,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}, {""command"": ""Saliency spectrogram""}, {""command"": ""3D Saliency plot""}}","[{'command': 'Saliency map', 'parameters': {'event': 'LH'}}, {'command': 'Saliency topographic map', 'parameters': {}}, {'command': 'Saliency spectrogram', 'parameters': {}}, {'command': '3D Saliency plot', 'parameters': {}}, {'command': 'Model Summary', 'parameters': {}}, {'command': 'clean plots', 'parameters': {}}]",1.88
Show me the saliency topographic map and then the model summary,"{{""command"": ""Saliency topographic map""}, {""command"": ""Model Summary""}}","[{'command': 'Saliency topographic map', 'parameters': {'event': 'LH'}}, {'command': 'Model Summary', 'parameters': {}}]",1.19
I want to check the model summary and saliency topo map,"{{""command"": ""Model Summary""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Model Summary', 'parameters': {'model_summary': 'Model summary'}}]",0.99
Show me the saliency spectrogram and the 3D saliency plot for event LH,"{{""command"": ""Saliency spectrogram""}, {""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'LH'}}, {'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.49
I want to check the model summary and see the saliency spectrogram.,"{{""command"": ""Model Summary""}, {""command"": ""Saliency spectrogram""}}","[{'command': 'Model Summary', 'parameters': {}}]",2.00
I want to see both saliency map and topographic map.,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Saliency map', 'parameters': {}}, {'command': 'Saliency topographic map', 'parameters': {}}]",1.38
can you show me the saliency map and saliency spectrogram?,"{{""command"": ""Saliency map""}, {""command"": ""Saliency spectrogram""}}","[{'command': 'Saliency map', 'parameters': {}}, {'command': 'Saliency spectrogram', 'parameters': {}}]",1.14
