User Input,Mapped Function,Model Output,Latency (s)
resample the data to 125,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",0.90
resample the data to 250,"{""command"": ""Resample"", ""parameters"": {""frequency"": 250}}","[{'command': 'Resample', 'parameters': {'frequency': 250}}]",0.90
Downsample the data to 100,"{""command"": ""Resample"", ""parameters"": {""frequency"": 100}}",[],12.43
apply resampling to 128,"{""command"": ""Resample"", ""parameters"": {""frequency"": 128}}",[{'text': '128-channel EEG data was resampled to 128 Hz.\n\nPlease feel free to ask any questions related to the software capabilities and steps involved in EEG data analysis.'}],0.44
resample the data to 500hz please,"{""command"": ""Resample"", ""parameters"": {""frequency"": 500}}","[{'command': 'Resample', 'parameters': {'frequency': 500}}]",0.90
I want to resample the data to 256hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 256}}","[{'command': 'Resample', 'parameters': {'frequency': 256}}]",0.90
can you downsample the data to 200hz?,"{""command"": ""Resample"", ""parameters"": {""frequency"": 200}}","[{'command': 'Resample', 'parameters': {'frequency': 200}}, {'text': '...'}]",6.83
"epoch with event 800,801,802","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': -0.5}}]",1.55
"epoch with event 600, 700, 801","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [600, 700, 801], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [600, 700, 801], 'start_time': -0.5}}]",1.51
"epoch with event 800,801,802, 803, 804","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802, 803, 804], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",5.72
epoch with event 800,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3}}}",[{'text': 'Epoch successfully performed with event number 800.'}],0.93
"epoch with event 800,801,802 with start time of -1","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -1, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'event': [800, 801, 802], 'start_time': -1}}]",1.30
"epoch with event 800,801,802 with time -1 to 5","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -1, ""end_time"": 5}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 5, 'event': [800, 801, 802], 'start_time': -1}}]",1.51
epoch with event 800 with start time 1sec prior of event to 3sec after,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -1, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': 1}}]",1.50
epoch with event 800 with start time 0.5sec prior of event to 3sec after,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': 0.5}}]",1.60
"epoch with event 800,801,802 and do baseline removal","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -0.5, ""end_time"": 3, ""baseline_tmin"": -0.5, ""baseline_tmax"": 3, ""doRemoval""： True}}}",[],13.76
epoch with event 800 and do baseline removal,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3, ""baseline_tmin"": -0.5, ""baseline_tmax"": 3, ""doRemoval""： True}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800], 'start_time': -0.5}}]",3.96
export the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.09
save the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.06
export the current data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.13
save the data now,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.11
perform export,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.06
export the data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.07
export current data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.12
I want to save the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.11
export the data to ./preprocessed,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed""}}",[{'command': 'Import Data'}],0.12
export the data to ./new_data,"{""command"": ""Export"", ""parameters"": {""path"": ""./new_data""}}",[{'command': 'Import Data'}],0.10
I want to split the data using trial.,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""False""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.95
standard data splitting.,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}",[{'command': 'Import Data'}],0.11
split data into train test validation,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.82
split the data,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.66
split the data by session,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}",[{'command': 'Import Data'}],0.07
create training testing and validation sets,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset Splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.70
split the data with cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.60
I want to split the data using trial and use cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.59
create training testing and validation sets and apply cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.67
split the data by trial,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""False""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.60
Use SCCNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.90
Select SCCNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.86
use sccnet as model,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.87
perform model selection with sccnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.87
Use EEGNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.87
Select EEGNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.88
can you use eegnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.86
perform model selection with eegnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'text': ""Sure, here's a step-by-step guide to using this software for model selection with EEGnet:\n\n1. Load the preprocessed EEG data into the software.\n2. Define the model selection parameters, including the number of neurons to be selected and the regularization parameter.\n3. Train the model selection algorithm.\n4. Evaluate the performance of the model selection algorithm by comparing its accuracy, loss, and AUC values.""}]",0.91
use ShallowConvNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}]",0.99
select ShallowConvNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}}","[{'command': 'Model Summary', 'parameters': {'model_type': 'ShallowConvNet'}}]",0.78
start training,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.45
start model training,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.97
start training the model,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.86
start training with batch size of 64,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 64, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 64, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.85
start model training with 50 epochs,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 50, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.86
start training the model with learning rate 0.01 and 200 epochs,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 200, ""batch size"": 32, ""learning rate"": 0.01, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best validation loss', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",3.49
start training the model with Adam optimizer,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",3.86
start training the model with SGD optimizer,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SGD', 'optimizer': 'SGD'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'SGD', 'output directory': './output_model', 'repeat': 1}}]",2.26
set training of the model,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",3.22
set basic training settings,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",4.42
I want to see training accuracy,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.86
Can I monitor the training accuracy?,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.88
I want to see the training loss,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.80
Show the training learning rate,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""learning rate""}}","[{'command': 'Performance Table', 'parameters': {'type': 'Training learning rate'}}]",1.52
show training acc,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.83
show training accuracy,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}",[{'text': 'Training accuracy: 80.00%'}],3.22
I want to see training process,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.93
I want to see the training manager,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.87
how to check training loss,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.79
how is the training going?,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.86
I want to see the accuracy results,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.78
I want to see the AUC and accuracy of testing,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Performance Table', 'parameters': {'test_data': 'test_data', 'type': 'Area under ROC-curve'}}, {'command': 'Performance Table', 'parameters': {'test_data': 'test_data', 'type': 'Accuracy (%)'}}]",1.69
I want to see the AUC of results,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Area under ROC-curve'}}]",0.86
I want to see the accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.91
I want to see testing accuracy and kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'metric': 'kappa value', 'type': 'Accuracy (%)'}}]",0.91
show me testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.92
show testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': 'The testing accuracy is not provided in the context. Therefore, I cannot generate the requested information.'}]",1.04
show performance table,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",1.01
I want to see testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Kappa value'}}]",0.82
show me testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'command': 'Confusion matrix', 'parameters': {}}, {'command': 'Export Model', 'parameters': {}}]",2.30
confusion matrix please,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.50
I want to see the confusion table,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.51
confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",1.56
show confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.53
can I see the confusion matrix of resuts,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.47
I want to see testing confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {'type': 'Confusion matrix'}}]",0.73
show the confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {'type': 'Confusion matrix'}}]",0.72
confusion matrix of testing results,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.79
show me the confusion,"{{""command"": ""Confusion matrix""}}",[{'text': 'The model is unable to generate the requested confusion matrix.'}],0.23
show confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.59
Can you export the model.,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'model_weights': 'path/to/model_weights.h5'}}]",0.76
export the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'model_path': 'path/to/model.h5'}}]",1.19
export model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'type': 'Model'}}]",0.95
I want to export the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.47
Export the trained model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'model_weights': 'path/to/model_weights.h5'}}]",1.16
Export current model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.75
Can you export the model for me,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'type': 'Accuracy (%)'}}]",0.76
Output the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.52
Can you output the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.66
perform export model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'save_model_path': 'path/to/save/model.h5'}}]",1.13
Show me the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.63
Can I see a saliency map?,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.76
Display the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.88
I want to check the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.51
Generate a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.62
Provide the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'None'}}]",1.03
Can you plot the saliency map?,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.59
Give me a saliency map visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.73
