User Input,Mapped Function,Model Output,Latency (s)
Apply a bandpass filter from 1 to 40 Hz,"{""command"": ""Filtering"", ""parameters"": {""l_freq"": 1, ""h_freq"": 40}}","[[{'command': 'Filtering', 'parameters': {'h_freq': 40.0, 'l_freq': 0.5}}, {'command': 'Resample', 'parameters': {'frequency': 125}}, {'command': 'Normalize', 'parameters': {'method': 'min max'}}], [{'command': 'Filtering', 'parameters': {'h_freq': 45, 'l_freq': 0.1}}, {'command': 'Filtering', 'parameters': {'h_freq': 40, 'l_freq': 1}}, {'command': 'Resample', 'parameters': {'frequency': 125}}, {'command': 'Resample', 'parameters': {'frequency': 250}}, {'command': 'Normalize', 'parameters': {'method': 'z score'}}, {'command': 'Normalize', 'parameters': {'method': 'min max'}}, {'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [1, 2], 'start_time': -0.5}}, {'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': -0.5}}], [{'command': 'Filtering', 'parameters': {'h_freq': 40, 'l_freq': 1}}]]",5.98
Normalize the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.85
normalize the data with z-score method,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",1.19
normalize the data with min max method,"{""command"": ""Normalize"", ""parameters"": {""method"": ""min max""}}","[{'command': 'Normalize', 'parameters': {'method': 'min max'}}]",0.98
apply normalization to the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",1.41
can you normalize the data?,"{""command"": ""Normalize"", ""parameters"": {""method"": ""min max""}}","[{'text': 'Yes, this software can normalize EEG data by resampling it to a standard sampling rate and applying normalization algorithms to reduce subject variability.'}]",0.36
apply normalization to the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'min max'}}]",1.29
Normalize the data using z-score,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.96
Perform min-max normalization,"{""command"": ""Normalize"", ""parameters"": {""method"": ""min max""}}","[{'command': 'Normalize', 'parameters': {'method': 'min max'}}]",0.97
normalize the data please,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'text': ""Sure, the 'Normalize' action within the 'Preprocess' section allows you to normalize the data by subtracting the mean and dividing by the standard deviation of each channel.""}]",0.47
I want to normalize the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'min max'}}]",1.34
resample the data to 125hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",1.04
resample the data to 250hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 250}}","[{'command': 'Resample', 'parameters': {'frequency': 250}}]",0.91
Downsample the data to 128 Hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 128}}","[{'command': 'Resample', 'parameters': {'frequency': 128}}]",0.93
resample the data to 125,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",0.94
resample the data to 250,"{""command"": ""Resample"", ""parameters"": {""frequency"": 250}}","[{'command': 'Resample', 'parameters': {'frequency': 250}}]",0.90
Downsample the data to 100,"{""command"": ""Resample"", ""parameters"": {""frequency"": 100}}","[{'command': 'Resample', 'parameters': {'frequency': 100}}]",1.43
apply resampling to 128,"{""command"": ""Resample"", ""parameters"": {""frequency"": 128}}","[{'text': 'Resampling to 128 samples will downsample the data, potentially reducing noise and improving model performance.'}]",0.35
resample the data to 500hz please,"{""command"": ""Resample"", ""parameters"": {""frequency"": 500}}","[{'command': 'Resample', 'parameters': {'frequency': 500}}]",0.93
I want to resample the data to 256hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 256}}","[{'command': 'Resample', 'parameters': {'frequency': 256}}]",0.91
can you downsample the data to 200hz?,"{""command"": ""Resample"", ""parameters"": {""frequency"": 200}}","[{'command': 'Resample', 'parameters': {'frequency': 200}}]",1.04
"epoch with event 800,801,802","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': -0.5}}]",1.54
"epoch with event 600, 700, 801","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [600, 700, 801], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [600, 700, 801], 'start_time': -0.5}}]",1.37
"epoch with event 800,801,802, 803, 804","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802, 803, 804], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802, 803, 804], 'start_time': -0.5}}]",1.92
epoch with event 800,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3}}}","[{'text': 'Unable to segment data into epochs without event numbers, please provide more information for me.'}]",1.07
"epoch with event 800,801,802 with start time of -1","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -1, ""end_time"": 3}}}","[{'text': ""I'm afraid I can't perform time epoch without event number, please provide more information.""}]",1.08
"epoch with event 800,801,802 with time -1 to 5","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -1, ""end_time"": 5}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 5, 'event': [800, 801, 802], 'start_time': -1}}]",1.54
epoch with event 800 with start time 1sec prior of event to 3sec after,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -1, ""end_time"": 3}}}","[{'text': ""I'm afraid I can't perform time epoch without event number, please provide more information.""}]",1.09
epoch with event 800 with start time 0.5sec prior of event to 3sec after,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'event': [800, 0.5, 3]}}]",1.44
"epoch with event 800,801,802 and do baseline removal","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -0.5, ""end_time"": 3, ""baseline_tmin"": -0.5, ""baseline_tmax"": 3, ""doRemoval""： True}}}","[{'command': 'Time Epoch', 'parameters': {'baseline_tmax': 3, 'baseline_tmin': -0.5, 'doRemoval': True, 'end_time': 3, 'event': [800, 801, 802], 'start_time': -0.5}}]",2.16
epoch with event 800 and do baseline removal,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3, ""baseline_tmin"": -0.5, ""baseline_tmax"": 3, ""doRemoval""： True}}}","[{'command': 'Time Epoch', 'parameters': {'baseline_tmax': 3, 'baseline_tmin': -0.5, 'doRemoval': True, 'end_time': 3, 'event': [800], 'start_time': -0.5}}]",2.07
export the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[],10.36
save the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.18
export the current data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}","[{'text': ""I'm ready to receive your input. Please provide a question or command.""}]",0.78
save the data now,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.12
perform export,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.24
export the data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}","[{'text': 'I am unable to fulfill your request as I am not able to save or export external data. I can, however, provide you with the necessary steps and guidance to export your data.'}]",1.08
export current data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}","[{'text': ""I'm ready to assist you with your EEG data analysis needs. Please let me know how I can help you.""}]",0.91
I want to save the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.14
export the data to ./preprocessed,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed""}}",[{'command': 'Import Data'}],0.11
export the data to ./new_data,"{""command"": ""Export"", ""parameters"": {""path"": ""./new_data""}}",[{'command': 'Import Data'}],0.22
I want to split the data using trial.,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""False""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.51
standard data splitting.,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.67
split data into train test validation,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.37
split the data,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'training_type': 'By Trial', 'validation_type': 'By Session'}}]",1.34
split the data by session,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Session', 'validation_type': 'By Session'}}]",1.73
create training testing and validation sets,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[[{'command': 'Dataset Splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}, {'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}], [{'command': 'Dataset splitting', 'parameters': {'cross_validation': False, 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}], [{'command': 'Dataset Splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]]",1.89
split the data with cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.71
I want to split the data using trial and use cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset Splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'CrossValidation'}}]",1.65
create training testing and validation sets and apply cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.64
split the data by trial,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""False""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Trial', 'validation_type': 'By Session'}}]",1.75
Use SCCNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",1.85
Select SCCNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.89
use sccnet as model,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.07
perform model selection with sccnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",3.21
Use EEGNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.89
Select EEGNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.89
can you use eegnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.88
perform model selection with eegnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",1.05
use ShallowConvNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}}","[[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}], [{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}], [{'command': 'Model Summary', 'parameters': {}}]]",3.32
select ShallowConvNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}}","[{'command': 'Model Selection', 'parameters': {'model_name': 'ShallowConvNet'}}]",0.93
start training,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}], [{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]]",1.57
start model training,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'DeepConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.81
start training the model,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",1.27
start training with batch size of 64,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 64, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.79
start model training with 50 epochs,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.81
start training the model with learning rate 0.01 and 200 epochs,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 200, ""batch size"": 32, ""learning rate"": 0.01, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.79
start training the model with Adam optimizer,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.85
start training the model with SGD optimizer,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SGD'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'SGD', 'output directory': './output_model', 'repeat': 1}}]",2.75
set training of the model,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best testing AUC', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",3.14
set basic training settings,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.75
I want to see training accuracy,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.84
Can I monitor the training accuracy?,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.88
I want to see the training loss,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.82
Show the training learning rate,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""learning rate""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'learning rate'}}]",1.11
show training acc,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.85
show training accuracy,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}",[{'text': 'Accuracy: 80.00%'}],0.91
I want to see training process,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {}}]",0.88
I want to see the training manager,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.87
how to check training loss,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.80
how is the training going?,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.82
I want to see the accuracy results,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}",[{'text': 'Accuracy (%)'}],0.73
I want to see the AUC and accuracy of testing,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'text': 'You can use this software to preprocess EEG data, train machine learning models, evaluate results, and visualize data insights.'}]",0.95
I want to see the AUC of results,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'text': 'The software allows you to preprocess EEG data, train machine learning models, evaluate results, and visualize data insights.'}]",0.88
I want to see the accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Export Model', 'parameters': {}}]",2.11
I want to see testing accuracy and kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': 'Sure, here are the requested performance metrics and confusion matrix.'}]",0.69
show me testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}",[{'text': 'Training data split into 80% training and 20% validation'}],0.57
show testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}",[{'text': 'Accuracy (%): 80.00'}],1.83
show performance table,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': 'You can use this software to preprocess EEG data, train machine learning models, evaluate results, and visualize data insights.'}]",1.06
I want to see testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Kappa value'}}]",3.15
show me testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'text': ""The model's accuracy is 85%. The confusion matrix shows that the model performs well in correctly classifying the different classes. The Kappa value is 0.81, indicating a good level of model performance.""}]",1.29
confusion matrix please," ""{{""command"": ""Confusion matrix""}}""",[{'text': 'What can this software do?'}],0.90
I want to see the confusion table," ""{{""command"": ""Confusion matrix""}}""",[{'text': 'Confusion matrix'}],0.86
confusion matrix," ""{{""command"": ""Confusion matrix""}}""","[{'text': 'Hi, how can I assist you today?'}]",3.35
show confusion matrix," ""{{""command"": ""Confusion matrix""}}""","[{'text': ""Sure, here's some information about the software capabilities:""}]",0.60
can I see the confusion matrix of resuts," ""{{""command"": ""Confusion matrix""}}""",[{'text': 'Confusion matrix'}],0.65
I want to see testing confusion matrix," ""{{""command"": ""Confusion matrix""}}""","[{'command': 'Confusion matrix', 'parameters': {}}, {'text': 'Confusion matrix please'}]",0.97
show the confusion matrix," ""{{""command"": ""Confusion matrix""}}""",[{'text': 'Confusion matrix:\\n...'}],0.45
confusion matrix of testing results," ""{{""command"": ""Confusion matrix""}}""","[{'command': 'Confusion matrix', 'parameters': {'type': 'Confusion matrix'}}]",0.77
