User Input,Mapped Function,Model Output,Latency (s)
"Train ShallowConvNet for 120 epochs, show loss","{{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}},   {""command"": ""Training Setting"", ""parameters"": {""epoch"": 120, ""batch size"": 32, ""learning rate"": 0.005, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}, {""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",3.42
Train EEGNet and show learning rate,"{{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 5, ""evaluation"": ""Best validation loss"", ""repeat"": 1}, {""Training Manager"": {""plot"": ""learning rate""}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'learning rate'}}]",3.61
"select a model, set the training stuff and show accuracy","{{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}, {""Training Manager"": {""plot"": ""accuracy""}}}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",3.76
split data by session and start training,"{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Session', 'validation_type': 'By Session'}}]",1.74
split data by trial and start training,"{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'trial', 'validation_type': 'By Session'}}]",1.64
show accuracy and confusion matrix," {{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}},  {""command"": ""Confusion matrix""}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}, {'command': 'Confusion matrix', 'parameters': {}}]",1.12
I want to see AUC and confusion matrix,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}, {""command"": ""Confusion matrix""}}","[{'command': 'Performance Table', 'parameters': {'type': 'Area under ROC-curve'}}, {'command': 'Confusion matrix', 'parameters': {}}]",1.33
show confusion matrix then export the model,"{{""command"": ""Confusion matrix""}, {""command"": ""Export Model""}}","[{'command': 'Confusion matrix', 'parameters': {}}, {'command': 'Export Model', 'parameters': {}}]",1.23
"show accuracy, and export the model","{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.92
show accuracy then output model,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Export Model""}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.93
show confusion and accuracy,"{{""command"": ""Confusion matrix""}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': 'Confusion matrix shows the distribution of the target labels in the training data. The accuracy is 95% and the Kappa value is 0.99, indicating that the model is highly accurate and reliable.'}]",1.22
I want to see the confusion matrix and the AUC,"{{""command"": ""Confusion matrix""}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.82
can you show me the kappa value and confusion?,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}, {""command"": ""Confusion matrix""}}","[[{'command': 'Confusion matrix', 'parameters': {}}], [{'command': 'Confusion matrix', 'parameters': {'type': 'Kappa value'}}, {'command': 'Confusion matrix', 'parameters': {'type': 'Confusion'}}]]",0.91
show me the accuracy and confusion model please," {{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}},  {""command"": ""Confusion matrix""}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}, {'command': 'Confusion matrix', 'parameters': {}}]",1.29
I want to see both accuracy and confusion,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Confusion matrix""}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",1.27
I want to see the saliency map and topographic map.,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Saliency map', 'parameters': {'event': None}}, {'command': 'Saliency topographic map', 'parameters': {}}]",1.23
"Show me the model summary first, then display the 3D saliency plot.","{{""command"": ""Model Summary""}, {""command"": ""3D Saliency plot""}}","[[{'command': '3D Saliency plot', 'parameters': {'event': None}}], [{'command': 'Model Summary', 'parameters': {}}], [{'command': 'Model Summary', 'parameters': {}}, {'command': '3D Saliency plot', 'parameters': {}}]]",5.34
Show me the saliency map and 3D saliency plot for event RH.,"{{""command"": ""Saliency map""}，{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",1.01
I want to see all the saliency visualizations,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}, {""command"": ""Saliency spectrogram""}, {""command"": ""3D Saliency plot""}}","[{'text': 'Sure, here are all the saliency visualizations you requested.'}]",3.06
Show me the saliency topographic map and then the model summary,"{{""command"": ""Saliency topographic map""}, {""command"": ""Model Summary""}}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}, {'command': 'Model Summary', 'parameters': {}}]",1.32
I want to check the model summary and saliency topo map,"{{""command"": ""Model Summary""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Model Summary', 'parameters': {'model_summary': True}}]",1.78
Show me the saliency spectrogram and the 3D saliency plot for event LH,"{{""command"": ""Saliency spectrogram""}, {""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'LH'}}, {'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.63
I want to check the model summary and see the saliency spectrogram.,"{{""command"": ""Model Summary""}, {""command"": ""Saliency spectrogram""}}","[{'command': 'Model Summary', 'parameters': {'saliency_spectrogram': True}}]",1.09
I want to see both saliency map and topographic map.,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Saliency map', 'parameters': {}}, {'command': 'Saliency topographic map', 'parameters': {}}]",1.10
can you show me the saliency map and saliency spectrogram?,"{{""command"": ""Saliency map""}, {""command"": ""Saliency spectrogram""}}","[{'command': 'Saliency map', 'parameters': {}}, {'command': 'Saliency spectrogram', 'parameters': {}}]",1.05
