User Input,Mapped Function,Model Output,Latency (s)
Normalize the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.95
normalize the data with z-score method,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.85
normalize the data with min max method,"{""command"": ""Normalize"", ""parameters"": {""method"": ""min max""}}","[{'command': 'Normalize', 'parameters': {'method': 'min max'}}]",0.89
apply normalization to the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",1.35
can you normalize the data?,"{""command"": ""Normalize"", ""parameters"": {""method"": ""min max""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.89
apply normalization to the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.89
Normalize the data using z-score,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.87
Perform min-max normalization,"{""command"": ""Normalize"", ""parameters"": {""method"": ""min max""}}","[{'command': 'Normalize', 'parameters': {'method': 'min max'}}]",0.84
normalize the data please,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.90
I want to normalize the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",0.90
resample the data to 125hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[[{'command': 'Filtering', 'parameters': {'h_freq': 40.0, 'l_freq': 0.5}}, {'command': 'Resample', 'parameters': {'frequency': 125}}, {'command': 'Normalize', 'parameters': {'method': 'z score'}}], [{'command': 'Filtering', 'parameters': {'h_freq': 45, 'l_freq': 0.5}}], [{'command': 'Resample', 'parameters': {'frequency': 125}}]]",1.95
resample the data to 250hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 250}}","[{'command': 'Resample', 'parameters': {'frequency': 250}}]",0.90
Downsample the data to 128 Hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 128}}","[{'command': 'Resample', 'parameters': {'frequency': 128}}]",2.89
resample the data to 125,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",0.86
resample the data to 250,"{""command"": ""Resample"", ""parameters"": {""frequency"": 250}}","[{'command': 'Resample', 'parameters': {'frequency': 250}}]",0.92
Downsample the data to 100,"{""command"": ""Resample"", ""parameters"": {""frequency"": 100}}",[],12.19
apply resampling,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",1.23
resample the data please,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",1.28
I want to resample the data,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",0.92
can you downsample the data?,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}",[{'command': 'Import Data'}],0.11
"epoch with event 800,801,802","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': -0.5}}]",1.25
"epoch with event 600, 700, 801","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [600, 700, 801], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [600, 700, 801], 'start_time': -0.5}}]",1.65
"epoch with event 800,801,802, 803, 804","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802, 803, 804], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802, 803, 804], 'start_time': -0.5}}]",2.08
epoch with event 800,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3}}}","[{'text': ""I'm afraid I can't perform time epoch without event number, please provide more information.""}]",1.15
"epoch with event 800,801,802 with start time of -1","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -1, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'event': [800, 801, 802], 'start_time': -1}}]",1.20
"epoch with event 800,801,802 with time -1 to 5","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -1, ""end_time"": 5}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 5, 'event': [800, 801, 802], 'start_time': -1}}]",1.38
epoch with event 800 with start time 1sec prior to 3sec after,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -1, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': 1}}]",1.57
epoch with event 800 with start time 0.5sec prior to 3sec after,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': 0.5}}]",1.80
"epoch with event 800,801,802 and do baseline removal","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -0.5, ""end_time"": 3, ""baseline_tmin"": -0.5, ""baseline_tmax"": 3, ""doRemoval""： True}}}",[],13.71
epoch with event 800 and do baseline removal,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3, ""baseline_tmin"": -0.5, ""baseline_tmax"": 3, ""doRemoval""： True}}}",[],12.51
export the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}","[{'command': 'Export Preprocessed Data', 'parameters': {'data_path': 'path/to/your/data.mat'}}]",1.18
save the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}","[{'command': 'Save Preprocessed Data', 'parameters': {'filename': 'preprocessed_data.npy'}}]",1.20
export the current data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}","[{'command': 'Export Data', 'parameters': {'data_path': 'path/to/data.csv'}}]",1.40
save the data now,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.11
perform export,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.08
export the data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.10
export current data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}","[{'command': 'Export Data', 'parameters': {}}]",0.53
I want to save the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}","[{'command': 'Save Preprocessed Data', 'parameters': {'path': 'preprocessed_data.mat'}}]",1.05
export the data to ./preprocessed,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed""}}","[{'command': 'Export', 'parameters': {'path': './preprocessed_data'}}]",0.92
export the data to ./new_data,"{""command"": ""Export"", ""parameters"": {""path"": ""./new_data""}}",[{'command': 'Import Data'}],0.09
I want to split the data using trial.,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""False""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.64
standard data splitting.,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}",[{'command': 'Import Data'}],0.12
split data into train test validation,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.75
split the data,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}",[{'command': 'Import Data'}],0.11
split the data by session,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}",[{'command': 'Import Data'}],0.07
create training testing and validation sets,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset Splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.63
split the data with cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.58
I want to split the data using trial and use cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.58
create training testing and validation sets and apply cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.74
split the data by trial,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""False""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.61
Use SCCNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.93
Select SCCNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.89
use sccnet and model,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",3.21
perform model selection with sccnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.95
Use EEGNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.90
Select EEGNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'text': ""Sure, here's how you can use the EEGNet software to analyze EEG data""}]",0.29
use eegnet and model,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",3.15
perform model selection with eegnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'text': ""Sure, here's how you can perform model selection with eegnet:""}]",1.02
use ShallowConvNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}]",0.97
select ShallowConvNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}}","[{'command': 'Model Selection', 'parameters': {'model_name': 'ShallowConvNet'}}]",0.87
start training,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",1.68
start model training,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.89
start training the model,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",3.12
start training with batch size of 64,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 64, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 64, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.68
start model training with 50 epochs,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 50, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.86
start training the model with learning rate 0.01 and 200 epochs,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 200, ""batch size"": 32, ""learning rate"": 0.01, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}], [{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best validation loss', 'learning rate': 0.01, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}], [{'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best validation loss', 'learning rate': 0.01, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]]",3.37
start training the model with Adam optimizer,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",3.06
start training the model with SGD optimizer,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SGD', 'optimizer': 'SGD'}}]",1.03
set training of the model,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.20
set basic training settings,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.65
I want to see training accuracy,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",1.08
Can I monitor the training accuracy?,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.89
I want to see the training loss,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.86
Show the training learning rate,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""learning rate""}}",[{'text': '...'}],1.27
show training acc,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",1.11
show training accuracy,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[[{'command': 'Evaluation', 'parameters': {'type': 'Training accuracy'}}], [{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]]",0.82
I want to see training process,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",1.11
I want to see the training manager,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.81
how to check training loss,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.77
how is the training going?,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.93
I want to see the accuracy results,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.96
I want to see the AUC of testing,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Area under ROC-curve'}}]",1.85
I want to see the AUC of results,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Area under ROC-curve'}}]",0.84
I want to see the accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.77
I want to see testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",1.06
show me testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': ""The model's testing accuracy is not provided in the context. Please use the 'Performance Table' command to view the accuracy results.""}]",1.04
show testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}",[{'text': 'The comparison of various functional neuroimaging techniques has been graphically represented through Fig. 2.'}],0.91
show performance table,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': ""Sure, here's the performance table you requested. Type 'Performance Table' to see more details.""}]",0.81
I want to see testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Kappa value'}}]",0.94
show me testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'text': 'The kappa value measures the ability of a model to distinguish between classes. It is calculated as the correlation between the true labels and the predicted labels. A high value of kappa indicates that the model is able to distinguish between classes well, while a low value indicates that the model is unable to do so.'}]",1.67
confusion matrix please,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.49
I want to see the confusion table,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.56
confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.57
show confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.52
can I see the confusion matrix of resuts,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.64
I want to see testing confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.58
show the confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.50
confusion matrix of testing results,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",1.06
show me the confusion,"{{""command"": ""Confusion matrix""}}","[{'text': 'The confusion matrix shows the classification results of the model. It provides information about the number of correct and incorrect classifications, along with the accuracy, precision, recall, and F1 score of the model.'}]",0.47
show confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.60
Can you export the model.,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.77
export the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.77
export model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'type': 'Model Weight'}}]",0.67
I want to export the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'type': 'Model weight'}}]",0.91
Export the trained model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'model_weights': 'path/to/model_weights.h5'}}]",1.24
Export current model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.68
Can you export the model for me,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.89
Output the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.70
Can you output the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.44
perform export model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.94
Show me the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.56
Can I see a saliency map?,"{""command"": ""Saliency map""}",[{'text': 'Which saliency plot do you want to see? Saliency map or saliency topographic map?'}],0.93
Display the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.81
I want to check the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",1.19
Generate a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",1.04
