User Input,Mapped Function,Model Output,Latency (s)
"Train a model using SCCNet, set 50 epochs, batch size 32, learning rate 0.001, Adam optimizer, and save checkpoints every 5 epochs","{{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 5, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",6.73
"Split data by session, then train an EEGNet model for 100 epochs using SGD","{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Session', 'validation_type': 'By Session'}}, {'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'SGD', 'output directory': './output_model', 'repeat': 1}}]",4.03
Train ShallowConvNet and show training accuracy,"{{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}},   {""command"": ""Training Setting"", ""parameters"": {""epoch"": 50, ""batch size"": 32, ""learning rate"": 0.005, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}, {""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",3.27
"Perform cross-validation with SCCNet, train for 200 epochs, batch size 16, and use AdamW optimizer","{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Subject (Independent)"", ""validation_type"": ""By Subject"", ""cross_validation"": true}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 200, ""batch size"": 16, ""learning rate"": 0.002, ""optimizer"": ""AdamW"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 20, ""evaluation"": ""Best testing AUC"", ""repeat"": 1}}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 16, 'checkpoint epoch': 20, 'epoch': 200, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'AdamW', 'output directory': './output_model', 'repeat': 1}}]",2.89
"Split by trial, train EEGNet with 150 epochs, and show AUC","{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 150, ""batch size"": 64, ""learning rate"": 0.0005, ""optimizer"": ""RMSprop"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}, {""command"": ""Training Manager"", ""parameters"": {""plot"": ""auc""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Trial', 'validation_type': 'By Session'}}, {'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 150, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",1.69
"Train ShallowConvNet for 120 epochs, show loss","{{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}},   {""command"": ""Training Setting"", ""parameters"": {""epoch"": 120, ""batch size"": 32, ""learning rate"": 0.005, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"": 1}}, {""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",3.66
Train EEGNet and show learning rate,"{{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 5, ""evaluation"": ""Best validation loss"", ""repeat"": 1}, {""Training Manager"": {""plot"": ""learning rate""}}}","[{'command': 'Training Manager', 'parameters': {'plot': 'learning rate'}}]",3.64
set the training stuff and show accuracy,"{{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}, {""Training Manager"": {""plot"": ""accuracy""}}}}}","[{'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.67
split data by session and start training,"{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Session', 'validation_type': 'By Session'}}]",1.62
split data by trial and start training,"{{""command"": ""Dataset Splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": false}}, {""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}, {""command"": ""Training Setting"", ""parameters"": {""epoch"": 100, ""batch size"": 64, ""learning rate"": 0.01, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best testing performance"", ""repeat"": 1}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'By Trial', 'validation_type': 'By Trial'}}]",1.81
show accuracy and confusion matrix," {{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}},  {""command"": ""Confusion matrix""}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}, {'command': 'Confusion matrix', 'parameters': {}}]",1.10
I want to see AUC and kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Area under ROC-curve'}}]",0.79
show confusion matrix then export the model,"{{""command"": ""Confusion matrix""}, {""command"": ""Export Model""}}","[{'command': 'Confusion matrix', 'parameters': {}}, {'command': 'Export Model', 'parameters': {}}]",1.22
"show accuracy, auc, and kappa value","{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.74
show accuracy then output model,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.87
show confusion and accuracy,"{{""command"": ""Confusion matrix""}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'text': 'Sure, here is the confusion matrix for the training data set.'}]",0.81
I want to see the confusion matrix and the AUC,"{{""command"": ""Confusion matrix""}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Confusion matrix', 'parameters': {'type': 'Confusion matrix'}}]",0.85
can you show me the kappa value and AUC?,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Kappa value'}}, {'command': 'Performance Table', 'parameters': {'type': 'AUC'}}]",1.13
show me the accuracy and confusion model please," {{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}},  {""command"": ""Confusion matrix""}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",2.04
I want to see both accuracy and AUC,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}, {""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Area under ROC-curve'}}]",1.08
I want to see the saliency map and topographic map.,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Saliency map', 'parameters': {'event': None}}, {'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.28
"Show me the model summary first, then display the 3D saliency plot.","{{""command"": ""Model Summary""}, {""command"": ""3D Saliency plot""}}","[{'command': '3D Saliency plot', 'parameters': {'event': None}}]",2.18
Show me the saliency map and 3D saliency plot for event RH.,"{{""command"": ""Saliency map""}，{""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""RH""}}}","[{'command': '3D Saliency plot', 'parameters': {'event': 'RH'}}]",0.71
I want to see all the saliency visualizations,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}, {""command"": ""Saliency spectrogram""}, {""command"": ""3D Saliency plot""}}","[{'text': 'Sure, here are all the saliency visualizations you requested.'}]",1.12
Show me the saliency topographic map and then the model summary,"{{""command"": ""Saliency topographic map""}, {""command"": ""Model Summary""}}","[{'command': 'Saliency topographic map', 'parameters': {}}, {'command': 'Model Summary', 'parameters': {}}]",1.09
I want to check the model summary and saliency topo map,"{{""command"": ""Model Summary""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Model Summary', 'parameters': {}}]",1.91
Show me the saliency spectrogram and the 3D saliency plot for event LH,"{{""command"": ""Saliency spectrogram""}, {""command"": ""3D Saliency plot"", ""parameters"": {""event"": ""LH""}}}","[{'command': 'Saliency spectrogram', 'parameters': {'event': 'LH'}}, {'command': '3D Saliency plot', 'parameters': {'event': 'LH'}}]",1.68
I want to check the model summary and see the saliency spectrogram.,"{{""command"": ""Model Summary""}, {""command"": ""Saliency spectrogram""}}","[{'command': 'Model Summary', 'parameters': {'model_summary': True}}]",1.02
I want to see both saliency map and topographic map.,"{{""command"": ""Saliency map""}, {""command"": ""Saliency topographic map""}}","[{'command': 'Saliency map', 'parameters': {}}, {'command': 'Saliency topographic map', 'parameters': {}}]",0.92
can you show me the saliency map and saliency spectrogram?,"{{""command"": ""Saliency map""}, {""command"": ""Saliency spectrogram""}}",[{'text': 'Which saliency plot do you want to see? Can you be more specific?'}],0.89
