User Input,Mapped Function,Model Output,Latency (s)
normalize the data please,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'text': 'Sure, the data can be normalized using various methods, such as z-score normalization, min-max scaling, and standardization. Each method has its own strengths and weaknesses, and the best choice depends on the specific dataset and the intended use of the data.'}]",0.65
I want to normalize the data,"{""command"": ""Normalize"", ""parameters"": {""method"": ""z score""}}","[{'command': 'Normalize', 'parameters': {'method': 'z score'}}]",1.12
resample the data to 125hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",1.64
resample the data to 250hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 250}}","[{'command': 'Resample', 'parameters': {'frequency': 250}}]",1.84
Downsample the data to 128 Hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 128}}","[{'command': 'Resample', 'parameters': {'frequency': 128}}]",0.92
resample the data to 125,"{""command"": ""Resample"", ""parameters"": {""frequency"": 125}}","[{'command': 'Resample', 'parameters': {'frequency': 125}}]",1.02
resample the data to 250,"{""command"": ""Resample"", ""parameters"": {""frequency"": 250}}","[{'command': 'Resample', 'parameters': {'frequency': 250}}]",2.42
Downsample the data to 100,"{""command"": ""Resample"", ""parameters"": {""frequency"": 100}}",[{'text': 'Error 500'}],1.67
apply resampling to 128,"{""command"": ""Resample"", ""parameters"": {""frequency"": 128}}",[{'text': 'The data will be resampled to 128 Hz.'}],0.31
resample the data to 500hz please,"{""command"": ""Resample"", ""parameters"": {""frequency"": 500}}","[{'command': 'Resample', 'parameters': {'frequency': 500}}]",1.16
I want to resample the data to 256hz,"{""command"": ""Resample"", ""parameters"": {""frequency"": 256}}","[{'command': 'Resample', 'parameters': {'frequency': 256}}]",0.99
can you downsample the data to 200hz?,"{""command"": ""Resample"", ""parameters"": {""frequency"": 200}}","[{'command': 'Resample', 'parameters': {'frequency': 200}}]",3.89
"epoch with event 800,801,802","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': -0.5}}]",1.64
"epoch with event 600, 700, 801","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [600, 700, 801], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [600, 700, 801], 'start_time': -0.5}}]",1.85
"epoch with event 800,801,802, 803, 804","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802, 803, 804], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Filtering', 'parameters': {'h_freq': 40.0, 'l_freq': 0.5}}]",5.63
epoch with event 800,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800], 'start_time': -0.5}}]",1.43
"epoch with event 800,801,802 with start time of -1","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -1, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'event': [800, 801, 802], 'start_time': -1}}]",1.35
"epoch with event 800,801,802 with time -1 to 5","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -1, ""end_time"": 5}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 5, 'event': [800, 801, 802], 'start_time': -1}}]",1.62
epoch with event 800 with start time 1sec prior of event to 3sec after,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -1, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': 1}}]",1.63
epoch with event 800 with start time 0.5sec prior of event to 3sec after,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800, 801, 802], 'start_time': 0.5}}]",1.62
"epoch with event 800,801,802 and do baseline removal","{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800,801,802], ""start_time"": -0.5, ""end_time"": 3, ""baseline_tmin"": -0.5, ""baseline_tmax"": 3, ""doRemoval""： True}}}",[{'text': 'Error 500'}],2.42
epoch with event 800 and do baseline removal,"{{""command"": ""Time Epoch"", ""parameters"": {""event"": [800], ""start_time"": -0.5, ""end_time"": 3, ""baseline_tmin"": -0.5, ""baseline_tmax"": 3, ""doRemoval""： True}}}","[{'command': 'Time Epoch', 'parameters': {'end_time': 3, 'event': [800], 'start_time': -0.5}}]",1.80
export the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.15
save the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.16
export the current data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.12
save the data now,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.13
perform export,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.12
export the data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.13
export current data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'text': 'Error 500'}],0.47
I want to save the preprocessed data,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed_data""}}",[{'command': 'Import Data'}],0.15
export the data to ./preprocessed,"{""command"": ""Export"", ""parameters"": {""path"": ""./preprocessed""}}",[{'command': 'Import Data'}],0.13
export the data to ./new_data,"{""command"": ""Export"", ""parameters"": {""path"": ""./new_data""}}",[{'command': 'Import Data'}],0.13
I want to split the data using trial.,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""False""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.80
standard data splitting.,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}",[{'text': 'Error 500'}],1.54
split data into train test validation,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}",[{'text': 'Error 500'}],5.53
split the data,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}",[{'text': 'Error 500'}],1.32
split the data by session,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'By Session', 'validation_type': 'By Session'}}]",1.75
create training testing and validation sets,"{{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Session"", ""validation_type"": ""By Session"", ""cross_validation"": ""False""}}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.74
split the data with cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.62
I want to split the data using trial and use cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",1.66
create training testing and validation sets and apply cross validation,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""True""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'True', 'testing_type': 'By Session', 'training_type': 'full data', 'validation_type': 'By Session'}}]",1.84
split the data by trial,"{""command"": ""Dataset splitting"", ""parameters"": {""training_type"": ""full data"", ""testing_type"": ""By Trial"", ""validation_type"": ""By Trial"", ""cross_validation"": ""False""}}","[{'command': 'Dataset splitting', 'parameters': {'cross_validation': 'False', 'testing_type': 'By Trial', 'training_type': 'full data', 'validation_type': 'By Trial'}}]",2.25
Use SCCNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.90
Select SCCNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",0.95
use sccnet as model,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",1.94
perform model selection with sccnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""SCCNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}]",2.60
Use EEGNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.98
Select EEGNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.89
can you use eegnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.95
perform model selection with eegnet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""EEGNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'EEGNet'}}]",0.90
use ShallowConvNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}}","[{'command': 'Model Selection', 'parameters': {'model': 'ShallowConvNet'}}]",1.14
select ShallowConvNet,"{""command"": ""Model Selection"", ""parameters"": {""model"": ""ShallowConvNet""}}",[{'text': 'Error 500'}],0.86
start training,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",2.42
start model training,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",3.38
start training the model,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.97
start training with batch size of 64,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 64, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Training Setting', 'parameters': {'batch size': 64, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",2.76
start model training with 50 epochs,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 50, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 50, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.97
start training the model with learning rate 0.01 and 200 epochs,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 200, ""batch size"": 32, ""learning rate"": 0.01, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",3.69
start training the model with Adam optimizer,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""Adam"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'Adam', 'output directory': './output_model', 'repeat': 1}}]",3.66
start training the model with SGD optimizer,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""SGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SGD', 'optimizer': 'SGD'}}]",1.15
set training of the model,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}","[{'command': 'Model Selection', 'parameters': {'model': 'SCCNet'}}, {'command': 'Training Setting', 'parameters': {'batch size': 32, 'checkpoint epoch': 10, 'epoch': 100, 'evaluation': 'Best validation loss', 'learning rate': 0.001, 'optimizer': 'ASGD', 'output directory': './output_model', 'repeat': 1}}]",2.36
set basic training settings,"{""command"": ""Training Setting"", ""parameters"": {""epoch"" : 100, ""batch size"": 32, ""learning rate"": 0.001, ""optimizer"": ""ASGD"", ""output directory"": ""./output_model"", ""checkpoint epoch"": 10, ""evaluation"": ""Best validation loss"", ""repeat"" : 1}}",[{'text': 'Error 500'}],2.56
I want to see training accuracy,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.87
Can I monitor the training accuracy?,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.97
I want to see the training loss,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.92
Show the training learning rate,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""learning rate""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'learning rate'}}]",1.94
show training acc,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",1.13
show training accuracy,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}",[{'text': 'Error 500'}],1.94
I want to see training process,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",1.43
I want to see the training manager,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",0.93
how to check training loss,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""loss""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'loss'}}]",0.81
how is the training going?,"{""command"": ""Training Manager"", ""parameters"": {""plot"": ""accuracy""}}","[{'command': 'Training Manager', 'parameters': {'plot': 'accuracy'}}]",1.23
I want to see the accuracy results,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.92
I want to see the AUC and accuracy of testing,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Area under ROC-curve'}}, {'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",1.64
I want to see the AUC of results,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Area under ROC-curve""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Area under ROC-curve'}}]",1.02
I want to see the accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Accuracy (%)'}}]",0.75
I want to see testing accuracy and kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}","[{'command': 'Performance Table', 'parameters': {'type': 'Kappa value'}}]",0.96
show me testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}",[{'text': 'Error 500'}],1.06
show testing accuracy,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}",[{'text': 'The testing accuracy of the model is not provided in the context. Please check the model evaluation results for more information.'}],1.33
show performance table,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""Accuracy (%)""}}}",[{'text': 'Error 500'}],1.07
I want to see testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}",[{'text': 'Error 500'}],1.08
show me testing kappa value,"{{""command"": ""Performance Table"", ""parameters"": {""type"": ""kappa value""}}}",[{'text': 'Error 500'}],0.96
confusion matrix please,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.50
I want to see the confusion table,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.54
confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.96
show confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.49
can I see the confusion matrix of resuts,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.56
I want to see testing confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.58
show the confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.55
confusion matrix of testing results,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",1.00
show me the confusion,"{{""command"": ""Confusion matrix""}}",[{'text': 'I cannot generate confusion matrices or show visualizations related to the question.'}],0.31
show confusion matrix,"{{""command"": ""Confusion matrix""}}","[{'command': 'Confusion matrix', 'parameters': {}}]",0.54
Can you export the model.,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.13
export the model,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.14
export model,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.13
I want to export the model,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.12
Export the trained model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'model_path': 'path/to/model.h5'}}]",1.18
Export current model,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.15
Can you export the model for me,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {'type': 'Model weight'}}]",1.18
Output the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.94
Can you output the model,"{{""command"": ""Export Model""}}","[{'command': 'Export Model', 'parameters': {}}]",0.67
perform export model,"{{""command"": ""Export Model""}}",[{'command': 'Import Data'}],0.32
Show me the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.81
Can I see a saliency map?,"{""command"": ""Saliency map""}",[{'text': 'Error 500'}],0.95
Display the saliency map.,"{""command"": ""Saliency map""}",[{'text': 'Error 500'}],1.23
I want to check the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.54
Generate a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",1.10
Provide the saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.74
Can you plot the saliency map?,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.83
Give me a saliency map visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.71
I need a saliency map.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.66
Show saliency visualization.,"{""command"": ""Saliency map""}","[{'command': 'Saliency map', 'parameters': {'event': 'None'}}]",0.85
Show me the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.02
Can I see a topographic saliency map?,"{""command"": ""Saliency topographic map""}",[{'text': 'Error 500'}],0.43
Display the saliency topo map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.10
I want to check the saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.96
Generate a topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {}}]",0.89
Provide the topographic saliency map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency map', 'parameters': {'event': None}}]",1.02
Can you plot the topo saliency map?,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.82
Give me a saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",0.91
I need a saliency topographic map.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {}}]",0.65
Show saliency topo visualization.,"{""command"": ""Saliency topographic map""}","[{'command': 'Saliency topographic map', 'parameters': {'event': None}}]",1.10
Show me the saliency spectrogram.,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.71
Can I see a saliency spectrogram?,"{""command"": ""Saliency spectrogram""}","[{'command': 'Saliency spectrogram', 'parameters': {}}]",0.66
